SNPID	CHR	POS	BF	LNBF	SEGNUMBER	LOCUS	islet_atac
rs482510	chr12	121186007	-0.09009	-2.40694610831879	24	HNF1A.rs1800574	0
rs142775453	chr12	121186073	-0.50149	-0.690171611958416	24	HNF1A.rs1800574	0
rs58235352	chr12	121186246	0.11505	-2.16238846250076	24	HNF1A.rs1800574	1
rs112392709	chr12	121187595	-0.08792	-2.43132796888677	24	HNF1A.rs1800574	0
rs186126972	chr12	121188082	-0.16669	-1.79161947902714	24	HNF1A.rs1800574	0
chr12:121188182:D	chr12	121188182	-0.27857	-1.27808590469794	24	HNF1A.rs1800574	0
chr12:121188644:I	chr12	121188644	-0.27067	-1.30685491229347	24	HNF1A.rs1800574	0
chr12:121188645:I	chr12	121188645	-0.27078	-1.30644859591517	24	HNF1A.rs1800574	0
rs56391085	chr12	121188825	-0.10682	-2.23661010407051	24	HNF1A.rs1800574	0
rs10849782	chr12	121188837	0.32889	-1.11203193062758	24	HNF1A.rs1800574	0
rs140068209	chr12	121189045	-0.1215	-2.10784101620153	24	HNF1A.rs1800574	0
rs145756084	chr12	121189564	-0.36868	-0.997826219856674	24	HNF1A.rs1800574	0
rs188048344	chr12	121190016	-0.37493	-0.981015937102784	24	HNF1A.rs1800574	0
rs112817552	chr12	121190106	2.20818	0.792168646831263	24	HNF1A.rs1800574	0
chr12:121190569:I	chr12	121190569	2.20768	0.791942190375607	24	HNF1A.rs1800574	0
rs73227022	chr12	121190761	-0.11618	-2.15261456641775	24	HNF1A.rs1800574	0
rs112819857	chr12	121191292	-0.11892	-2.12930428085224	24	HNF1A.rs1800574	0
rs112575738	chr12	121191860	0.1076	-2.22933463125445	24	HNF1A.rs1800574	0
rs10849783	chr12	121192231	0.35736	-1.02901160193827	24	HNF1A.rs1800574	0
rs11065252	chr12	121192320	-0.36269	-1.01420680406868	24	HNF1A.rs1800574	0
rs111353282	chr12	121192321	-0.14342	-1.94197789052771	24	HNF1A.rs1800574	0
rs183427014	chr12	121192604	-0.04809	-3.03468102369257	24	HNF1A.rs1800574	0
rs2393725	chr12	121192619	-0.33653	-1.08906798082519	24	HNF1A.rs1800574	0
rs192538515	chr12	121193493	-0.20202	-1.5993885765811	24	HNF1A.rs1800574	0
rs116327186	chr12	121193684	-0.51316	-0.667167591600998	24	HNF1A.rs1800574	0
rs61948179	chr12	121194520	-0.5374	-0.621012582800746	24	HNF1A.rs1800574	0
rs10849785	chr12	121195112	0.02559	-3.66555362881044	24	HNF1A.rs1800574	0
rs73227026	chr12	121195590	-0.13935	-1.97076652505418	24	HNF1A.rs1800574	0
rs76654023	chr12	121195747	2.21124	0.793553444152633	24	HNF1A.rs1800574	0
rs186404196	chr12	121196117	-0.2593	-1.34976958643752	24	HNF1A.rs1800574	0
rs76556532	chr12	121196131	-0.28288	-1.26273249953286	24	HNF1A.rs1800574	0
rs149351652	chr12	121196655	-0.05489	-2.90242409642034	24	HNF1A.rs1800574	0
rs73227027	chr12	121196985	-0.13519	-2.00107408260582	24	HNF1A.rs1800574	0
rs111940133	chr12	121197628	2.07286	0.728929296199585	24	HNF1A.rs1800574	0
rs7300695	chr12	121197629	0.39634	-0.92548285024307	24	HNF1A.rs1800574	0
rs7301612	chr12	121197636	-0.22146	-1.50751329271217	24	HNF1A.rs1800574	0
rs150757030	chr12	121198261	-0.30507	-1.18721402051098	24	HNF1A.rs1800574	0
rs139067171	chr12	121198264	0.06709	-2.70172027740734	24	HNF1A.rs1800574	0
rs7956848	chr12	121198329	-0.22051	-1.51181223364966	24	HNF1A.rs1800574	0
chr12:121198934:I	chr12	121198934	-0.27285	-1.2988330853499	24	HNF1A.rs1800574	0
rs12302189	chr12	121199329	0.07374	-2.60720988617614	24	HNF1A.rs1800574	1
rs77593862	chr12	121199934	-0.06102	-2.79655359969361	24	HNF1A.rs1800574	1
rs138925205	chr12	121200069	-0.34493	-1.0644137810882	24	HNF1A.rs1800574	0
rs117820209	chr12	121200133	-0.49182	-0.709642483089143	24	HNF1A.rs1800574	0
chr12:121201051:I	chr12	121201051	-0.12077	-2.11386736869485	24	HNF1A.rs1800574	0
chr12:121201053:I	chr12	121201053	-0.12077	-2.11386736869485	24	HNF1A.rs1800574	0
chr12:121201055:D	chr12	121201055	-0.12077	-2.11386736869485	24	HNF1A.rs1800574	0
chr12:121201056:D	chr12	121201056	-0.12077	-2.11386736869485	24	HNF1A.rs1800574	0
rs73227029	chr12	121201409	-0.11663	-2.14874874827918	24	HNF1A.rs1800574	0
chr12:121202111:I	chr12	121202111	0.05644	-2.87457715199752	24	HNF1A.rs1800574	0
rs7307973	chr12	121202242	-0.22532	-1.49023366495562	24	HNF1A.rs1800574	0
rs193103301	chr12	121202492	-0.1773	-1.72991206590197	24	HNF1A.rs1800574	0
rs74887195	chr12	121202917	-0.31045	-1.16973242117124	24	HNF1A.rs1800574	0
rs6490303	chr12	121202952	0.54574	-0.605612607128113	24	HNF1A.rs1800574	0
rs187108330	chr12	121203194	-0.23169	-1.46235500773285	24	HNF1A.rs1800574	0
chr12:121203525:D	chr12	121203525	-0.52514	-0.644090385273082	24	HNF1A.rs1800574	0
chr12:121204206:D	chr12	121204206	-0.22784	-1.47911165075853	24	HNF1A.rs1800574	1
rs3213571	chr12	121204368	0.14882	-1.90501775701302	24	HNF1A.rs1800574	0
rs146173150	chr12	121205115	0.29929	-1.20634227597467	24	HNF1A.rs1800574	0
rs11065259	chr12	121205604	-0.21831	-1.52183920795503	24	HNF1A.rs1800574	0
rs56175661	chr12	121206349	-0.08018	-2.52348117176778	24	HNF1A.rs1800574	0
rs187420375	chr12	121207867	-0.20904	-1.56522965776978	24	HNF1A.rs1800574	0
rs10849786	chr12	121209302	-0.29656	-1.21550572013966	24	HNF1A.rs1800574	0
rs73227036	chr12	121209508	-0.0851	-2.46392824340281	24	HNF1A.rs1800574	0
rs112550588	chr12	121209950	-0.09264	-2.37903426515745	24	HNF1A.rs1800574	0
rs10849787	chr12	121210139	0.41986	-0.867833956605961	24	HNF1A.rs1800574	0
rs73227038	chr12	121211323	-0.11387	-2.17269783215962	24	HNF1A.rs1800574	0
rs10437837	chr12	121211693	-0.02108	-3.85943055530898	24	HNF1A.rs1800574	0
rs10849788	chr12	121211841	0.40855	-0.89514097315142	24	HNF1A.rs1800574	1
rs10437838	chr12	121211914	0.38787	-0.947085047047565	24	HNF1A.rs1800574	1
rs182833632	chr12	121211957	-0.25611	-1.36214823929181	24	HNF1A.rs1800574	1
rs112799190	chr12	121212275	2.23896	0.806011472338678	24	HNF1A.rs1800574	1
rs56339118	chr12	121212621	-0.35036	-1.04879408168725	24	HNF1A.rs1800574	1
rs73227042	chr12	121212782	-0.29726	-1.21314810226139	24	HNF1A.rs1800574	1
chr12:121213704:I	chr12	121213704	-0.36467	-1.00876244394227	24	HNF1A.rs1800574	0
rs189129404	chr12	121214037	-0.17805	-1.72569086925835	24	HNF1A.rs1800574	0
rs78962041	chr12	121215621	-0.36851	-0.998287430678886	24	HNF1A.rs1800574	0
rs142815488	chr12	121215697	-0.17742	-1.7292354758897	24	HNF1A.rs1800574	0
rs11065262	chr12	121216911	-0.3794	-0.969164221481223	24	HNF1A.rs1800574	0
rs180780812	chr12	121217756	-0.36595	-1.0052585669349	24	HNF1A.rs1800574	0
rs11065263	chr12	121217771	-0.40485	-0.904238650850014	24	HNF1A.rs1800574	0
rs181979797	chr12	121218080	-0.08407	-2.47610549383493	24	HNF1A.rs1800574	0
rs75886006	chr12	121218150	-0.16494	-1.80217350757693	24	HNF1A.rs1800574	0
rs3850521	chr12	121219067	0.12547	-2.07568859281053	24	HNF1A.rs1800574	0
rs75195739	chr12	121219187	-0.49261	-0.708037493055141	24	HNF1A.rs1800574	0
chr12:121219266:D	chr12	121219266	0.00011	-9.11503019217186	24	HNF1A.rs1800574	0
rs112344231	chr12	121219341	-0.26465	-1.32934708067814	24	HNF1A.rs1800574	0
rs111613883	chr12	121219483	2.30137	0.833504597778675	24	HNF1A.rs1800574	0
rs190906614	chr12	121219993	-0.3377	-1.08559735159061	24	HNF1A.rs1800574	0
rs60238091	chr12	121221518	-0.18811	-1.67072838087721	24	HNF1A.rs1800574	0
rs184990880	chr12	121221575	-0.28581	-1.25242802459534	24	HNF1A.rs1800574	0
chr12:121221815:D	chr12	121221815	-0.17298	-1.75457929810377	24	HNF1A.rs1800574	0
rs3213569	chr12	121222469	0.33245	-1.10126580613367	24	HNF1A.rs1800574	0
rs3213568	chr12	121222496	0.36246	-1.01484115560343	24	HNF1A.rs1800574	0
rs77431485	chr12	121223159	-0.50397	-0.685238536491904	24	HNF1A.rs1800574	0
chr12:121223363:I	chr12	121223363	-0.17366	-1.75065591434964	24	HNF1A.rs1800574	0
rs7960336	chr12	121223793	-0.18077	-1.71052977399537	24	HNF1A.rs1800574	0
rs117276741	chr12	121226221	-0.33335	-1.09856228991807	24	HNF1A.rs1800574	0
rs184237404	chr12	121226840	-0.36831	-0.998830304121279	24	HNF1A.rs1800574	0
rs7960784	chr12	121227182	-0.26632	-1.32305668571537	24	HNF1A.rs1800574	0
rs74685432	chr12	121227910	-0.21061	-1.55774719702875	24	HNF1A.rs1800574	0
rs78431328	chr12	121228016	2.22289	0.79880815107669	24	HNF1A.rs1800574	0
rs118043622	chr12	121228136	-0.31885	-1.14303450622086	24	HNF1A.rs1800574	0
rs6489780	chr12	121228410	0.32904	-1.11157595505997	24	HNF1A.rs1800574	0
rs10744754	chr12	121228647	0.54164	-0.613153704867514	24	HNF1A.rs1800574	0
rs11833706	chr12	121229958	0.65396	-0.424709091474925	24	HNF1A.rs1800574	0
rs73229114	chr12	121230034	0.53259	-0.630003381595321	24	HNF1A.rs1800574	0
chr12:121230160:D	chr12	121230160	-0.42367	-0.85880042867113	24	HNF1A.rs1800574	0
rs149044674	chr12	121230243	-0.13634	-1.9926035130475	24	HNF1A.rs1800574	0
rs142035563	chr12	121230283	-0.28012	-1.27253719619482	24	HNF1A.rs1800574	0
rs145741963	chr12	121230979	-0.15007	-1.89665342707424	24	HNF1A.rs1800574	0
rs10849789	chr12	121231461	-0.06463	-2.73907657970733	24	HNF1A.rs1800574	0
chr12:121231523:D	chr12	121231523	-0.144	-1.93794197940614	24	HNF1A.rs1800574	0
rs11065266	chr12	121232252	0.39952	-0.917491452450674	24	HNF1A.rs1800574	0
rs10849790	chr12	121232328	0.41211	-0.886464974976914	24	HNF1A.rs1800574	0
rs139707733	chr12	121232442	-0.19398	-1.64000021801674	24	HNF1A.rs1800574	0
rs11065268	chr12	121233535	-0.31523	-1.15445274786254	24	HNF1A.rs1800574	0
rs73229118	chr12	121234323	-0.14396	-1.93821979577131	24	HNF1A.rs1800574	0
rs113534985	chr12	121234770	-0.13781	-1.98187935409508	24	HNF1A.rs1800574	0
rs185960304	chr12	121235004	-0.20593	-1.58021897376488	24	HNF1A.rs1800574	0
rs140975457	chr12	121235270	-0.00806	-4.8208417224636	24	HNF1A.rs1800574	0
rs186861771	chr12	121236009	0.05605	-2.88151112946397	24	HNF1A.rs1800574	0
rs183115209	chr12	121236171	-0.21376	-1.54290138863386	24	HNF1A.rs1800574	0
rs1039302	chr12	121236258	-0.26118	-1.34254545418988	24	HNF1A.rs1800574	0
rs187702224	chr12	121236750	-0.34454	-1.06554508496391	24	HNF1A.rs1800574	0
rs76413125	chr12	121237594	2.18052	0.779563380466829	24	HNF1A.rs1800574	0
rs184841013	chr12	121238055	-0.21787	-1.52385672434389	24	HNF1A.rs1800574	0
rs151274144	chr12	121238131	-0.15279	-1.87869084941751	24	HNF1A.rs1800574	0
rs7135426	chr12	121239068	-0.31581	-1.15261451205079	24	HNF1A.rs1800574	0
rs181459179	chr12	121239272	-0.15573	-1.85963154047489	24	HNF1A.rs1800574	0
rs10774568	chr12	121239696	-0.33551	-1.09210351675528	24	HNF1A.rs1800574	0
rs142368429	chr12	121240098	-0.52997	-0.634934877811608	24	HNF1A.rs1800574	0
rs145931756	chr12	121240163	-0.35913	-1.02407083905075	24	HNF1A.rs1800574	0
rs56137011	chr12	121240986	0.33723	-1.08699008884032	24	HNF1A.rs1800574	0
rs10849792	chr12	121241933	-0.02884	-3.54599196656539	24	HNF1A.rs1800574	0
rs7137088	chr12	121242264	-0.20283	-1.59538708921144	24	HNF1A.rs1800574	0
rs10774569	chr12	121242520	0.3609	-1.01915436733339	24	HNF1A.rs1800574	0
rs145965221	chr12	121243231	-0.31468	-1.1561990295211	24	HNF1A.rs1800574	0
rs2393718	chr12	121243539	0.28384	-1.25934457986092	24	HNF1A.rs1800574	0
rs11065271	chr12	121243699	-0.13439	-2.00700925842316	24	HNF1A.rs1800574	0
rs181769182	chr12	121243703	-0.3683	-0.998857455531117	24	HNF1A.rs1800574	0
rs73229126	chr12	121244130	-0.1798	-1.71591015694462	24	HNF1A.rs1800574	0
rs113931273	chr12	121244531	2.10181	0.742798878264665	24	HNF1A.rs1800574	0
rs145483500	chr12	121244536	-0.42156	-0.863793162916401	24	HNF1A.rs1800574	0
rs11065272	chr12	121244594	-0.35332	-1.04038111710521	24	HNF1A.rs1800574	0
rs187374518	chr12	121244633	-0.48383	-0.726021673634027	24	HNF1A.rs1800574	0
rs111666286	chr12	121245214	-0.17446	-1.74605978997706	24	HNF1A.rs1800574	0
rs185295819	chr12	121246302	-0.16062	-1.82871395222182	24	HNF1A.rs1800574	0
rs149437982	chr12	121247142	-0.30283	-1.19458368702925	24	HNF1A.rs1800574	0
rs75316742	chr12	121247179	-0.32782	-1.11529060172092	24	HNF1A.rs1800574	0
rs6489781	chr12	121247182	-0.34849	-1.05414574359784	24	HNF1A.rs1800574	0
rs6489782	chr12	121247491	-0.32271	-1.13100119187011	24	HNF1A.rs1800574	0
chr12:121247773:D	chr12	121247773	0.5026	-0.687960653872645	24	HNF1A.rs1800574	0
rs183683574	chr12	121247862	0.1673	-1.78796667098936	24	HNF1A.rs1800574	0
rs10849793	chr12	121247926	-0.31486	-1.15562718339565	24	HNF1A.rs1800574	0
rs192579515	chr12	121248832	-0.01805	-4.01460959420325	24	HNF1A.rs1800574	0
rs534803	chr12	121250023	-0.03423	-3.37465282644004	24	HNF1A.rs1800574	0
rs73229135	chr12	121250315	-0.07775	-2.55425672792279	24	HNF1A.rs1800574	0
rs143485474	chr12	121250464	-0.17517	-1.74199834801858	24	HNF1A.rs1800574	0
chr12:121250933:I	chr12	121250933	1.79686	0.586040697142648	24	HNF1A.rs1800574	0
rs183084786	chr12	121251317	-0.1171	-2.14472700837847	24	HNF1A.rs1800574	0
rs10849794	chr12	121251782	0.23925	-1.43024624864907	24	HNF1A.rs1800574	0
rs10849795	chr12	121251889	0.01387	-4.2780270446554	24	HNF1A.rs1800574	0
chr12:121252464:I	chr12	121252464	-0.10686	-2.23623571245251	24	HNF1A.rs1800574	0
rs77055546	chr12	121253002	2.21801	0.796610397484288	24	HNF1A.rs1800574	0
rs73229137	chr12	121253204	-0.22843	-1.47652546131436	24	HNF1A.rs1800574	0
rs11065276	chr12	121254654	-0.06687	-2.70500484291625	24	HNF1A.rs1800574	0
rs189570737	chr12	121254971	-0.32998	-1.10872323241884	24	HNF1A.rs1800574	0
rs116902441	chr12	121255085	-0.29177	-1.23178945832271	24	HNF1A.rs1800574	0
chr12:121256671:D	chr12	121256671	0.11767	-2.1398711825063	24	HNF1A.rs1800574	0
rs12423697	chr12	121256834	0.34465	-1.06522586965048	24	HNF1A.rs1800574	0
chr12:121257067:I	chr12	121257067	-0.30531	-1.18642762511019	24	HNF1A.rs1800574	0
rs73229142	chr12	121257090	-0.51329	-0.666914291390183	24	HNF1A.rs1800574	0
rs79502635	chr12	121257292	-0.33307	-1.09940260088255	24	HNF1A.rs1800574	0
rs187006154	chr12	121257620	0.03148	-3.45840285543293	24	HNF1A.rs1800574	0
rs115371754	chr12	121259191	-0.19694	-1.62485616516248	24	HNF1A.rs1800574	0
rs7135147	chr12	121259984	-0.30386	-1.19118820996652	24	HNF1A.rs1800574	1
rs77025604	chr12	121260260	-0.11087	-2.19939693519788	24	HNF1A.rs1800574	0
rs113144510	chr12	121261196	2.27026	0.819894362379333	24	HNF1A.rs1800574	0
rs181670704	chr12	121262242	-0.3598	-1.0222069574657	24	HNF1A.rs1800574	0
rs78641312	chr12	121262850	-0.17617	-1.73630584104309	24	HNF1A.rs1800574	0
rs188713963	chr12	121263372	-0.27342	-1.29674620447829	24	HNF1A.rs1800574	0
chr12:121263935:D	chr12	121263935	0.01193	-4.42869904287231	24	HNF1A.rs1800574	0
chr12:121264001:D	chr12	121264001	-0.17198	-1.76037708799939	24	HNF1A.rs1800574	0
rs61523086	chr12	121264883	-0.1969	-1.62505929333706	24	HNF1A.rs1800574	0
rs10849796	chr12	121265642	-0.10893	-2.21704980488778	24	HNF1A.rs1800574	0
rs73229149	chr12	121266425	-0.05933	-2.82464019871159	24	HNF1A.rs1800574	0
rs55645249	chr12	121266522	-0.20703	-1.57489156868152	24	HNF1A.rs1800574	0
rs76960432	chr12	121269804	-0.46446	-0.76687983853746	24	HNF1A.rs1800574	1
rs184221868	chr12	121269938	0.02442	-3.71235281029958	24	HNF1A.rs1800574	0
rs111927418	chr12	121270406	-0.04495	-3.10220451806451	24	HNF1A.rs1800574	0
rs73229156	chr12	121270733	0.26786	-1.31729082302316	24	HNF1A.rs1800574	0
rs138054581	chr12	121270898	-0.19576	-1.63086585984772	24	HNF1A.rs1800574	0
rs113549086	chr12	121271758	-0.12047	-2.11635451970338	24	HNF1A.rs1800574	1
rs150024946	chr12	121272213	-0.10618	-2.24261951182661	24	HNF1A.rs1800574	0
rs73229157	chr12	121272789	-0.05419	-2.91525888940411	24	HNF1A.rs1800574	0
rs149156910	chr12	121273195	0.00558	-5.18856650258892	24	HNF1A.rs1800574	0
rs10849798	chr12	121273374	-0.05866	-2.83599721543283	24	HNF1A.rs1800574	0
rs73229159	chr12	121273439	-0.19275	-1.6463612665387	24	HNF1A.rs1800574	0
rs73229160	chr12	121273732	-0.08188	-2.50250051818905	24	HNF1A.rs1800574	0
rs117477328	chr12	121273856	-0.52525	-0.643880939257027	24	HNF1A.rs1800574	0
rs76426208	chr12	121273991	2.2024	0.78954767484626	24	HNF1A.rs1800574	0
rs10849799	chr12	121274189	-0.01522	-4.1851449265486	24	HNF1A.rs1800574	0
rs190958659	chr12	121274658	-0.092	-2.3859667019331	24	HNF1A.rs1800574	0
rs117526339	chr12	121275263	-0.4314	-0.840719545027081	24	HNF1A.rs1800574	0
rs1027556	chr12	121275349	0.35234	-1.04315866048314	24	HNF1A.rs1800574	0
rs7977343	chr12	121275642	0.38083	-0.965402197655422	24	HNF1A.rs1800574	0
rs75436492	chr12	121276248	-0.34794	-1.05572522786573	24	HNF1A.rs1800574	0
rs144760238	chr12	121277308	-0.33077	-1.10633200918333	24	HNF1A.rs1800574	0
rs11065289	chr12	121277665	-0.28971	-1.2388748563352	24	HNF1A.rs1800574	0
rs7309538	chr12	121278379	-0.22427	-1.49490459584394	24	HNF1A.rs1800574	0
rs111937017	chr12	121279074	-0.13119	-2.0311086248892	24	HNF1A.rs1800574	0
chr12:121279226:D	chr12	121279226	0.31417	-1.15782103830479	24	HNF1A.rs1800574	0
rs10774570	chr12	121279295	0.34585	-1.06175012393554	24	HNF1A.rs1800574	0
rs61946363	chr12	121279471	-0.28629	-1.25074999588486	24	HNF1A.rs1800574	0
rs193065060	chr12	121279630	-0.14853	-1.9069683209407	24	HNF1A.rs1800574	0
rs7965332	chr12	121279912	0.32592	-1.12110332650364	24	HNF1A.rs1800574	0
rs75669101	chr12	121280468	-0.28617	-1.25116923915691	24	HNF1A.rs1800574	0
rs10431387	chr12	121280839	0.39937	-0.917866973490523	24	HNF1A.rs1800574	0
rs145370265	chr12	121281633	-0.03015	-3.50157035580894	24	HNF1A.rs1800574	0
rs190135711	chr12	121281774	-0.29469	-1.22183132262725	24	HNF1A.rs1800574	0
rs182055006	chr12	121281784	-0.08322	-2.48626757542734	24	HNF1A.rs1800574	0
rs186637934	chr12	121281786	-0.02914	-3.53564347821508	24	HNF1A.rs1800574	0
rs75821395	chr12	121282064	-0.22022	-1.51312823229669	24	HNF1A.rs1800574	0
rs77278225	chr12	121282261	-0.48087	-0.732158315676238	24	HNF1A.rs1800574	0
chr12:121283051:D	chr12	121283051	-0.31478	-1.15588129685868	24	HNF1A.rs1800574	0
rs7972912	chr12	121283293	-0.21858	-1.52060319873361	24	HNF1A.rs1800574	0
rs190724581	chr12	121284796	-0.27057	-1.30722443413641	24	HNF1A.rs1800574	0
rs73214885	chr12	121285966	-0.0998	-2.30458709566472	24	HNF1A.rs1800574	0
rs10774571	chr12	121286136	0.30936	-1.1732496316831	24	HNF1A.rs1800574	0
rs76399849	chr12	121286763	-0.13735	-1.98522286644085	24	HNF1A.rs1800574	0
chr12:121286971:D	chr12	121286971	-0.12955	-2.04368837197402	24	HNF1A.rs1800574	0
rs74892651	chr12	121287742	-0.1191	-2.12779180262088	24	HNF1A.rs1800574	1
rs715319	chr12	121287933	0.26669	-1.32166834381022	24	HNF1A.rs1800574	1
rs145489223	chr12	121288535	-0.38124	-0.964326180912712	24	HNF1A.rs1800574	0
rs113233631	chr12	121289145	-0.11917	-2.12720423387942	24	HNF1A.rs1800574	0
rs79438381	chr12	121289468	2.08821	0.736307239675739	24	HNF1A.rs1800574	0
rs12306138	chr12	121289715	-0.06906	-2.67277958702029	24	HNF1A.rs1800574	0
chr12:121289905:I	chr12	121289905	-0.3033	-1.1930328642876	24	HNF1A.rs1800574	0
chr12:121289908:I	chr12	121289908	-0.04637	-3.07110258057877	24	HNF1A.rs1800574	0
rs10849800	chr12	121290106	0.29375	-1.22502621352377	24	HNF1A.rs1800574	0
rs10849801	chr12	121290213	0.50624	-0.680744413842903	24	HNF1A.rs1800574	0
chr12:121290693:D	chr12	121290693	0.19952	-1.61184079705041	24	HNF1A.rs1800574	0
chr12:121290705:D	chr12	121290705	-0.11284	-2.18178439284834	24	HNF1A.rs1800574	0
rs189129136	chr12	121290706	-0.05571	-2.88759561494941	24	HNF1A.rs1800574	0
chr12:121290707:D	chr12	121290707	-0.45635	-0.784495220019251	24	HNF1A.rs1800574	0
rs2454730	chr12	121290708	0.01092	-4.51715930866538	24	HNF1A.rs1800574	0
rs11065295	chr12	121290803	-0.19538	-1.63280889875734	24	HNF1A.rs1800574	0
rs149356105	chr12	121290846	-0.05471	-2.9057087709064	24	HNF1A.rs1800574	0
rs182504263	chr12	121290947	-0.32981	-1.10923854790941	24	HNF1A.rs1800574	0
rs146310647	chr12	121291096	0.29423	-1.22339350456554	24	HNF1A.rs1800574	0
rs73214888	chr12	121291507	-0.06272	-2.76907490293998	24	HNF1A.rs1800574	0
rs56206244	chr12	121293507	-0.07268	-2.62168903545417	24	HNF1A.rs1800574	0
chr12:121294359:D	chr12	121294359	-0.53888	-0.61826236736823	24	HNF1A.rs1800574	0
rs117231646	chr12	121295452	-0.07098	-2.64535713176379	24	HNF1A.rs1800574	0
rs73214896	chr12	121296608	-0.13438	-2.00708367149013	24	HNF1A.rs1800574	0
rs184741206	chr12	121296696	-0.05721	-2.8610265707017	24	HNF1A.rs1800574	0
rs11833718	chr12	121297039	-0.21203	-1.55102750488768	24	HNF1A.rs1800574	0
rs140300422	chr12	121297085	-0.19849	-1.61701655795765	24	HNF1A.rs1800574	0
rs11065298	chr12	121297105	0.31631	-1.15103253361544	24	HNF1A.rs1800574	0
rs7315439	chr12	121297481	-0.15033	-1.89492240134239	24	HNF1A.rs1800574	0
rs10849803	chr12	121297859	0.49047	-0.712391163926706	24	HNF1A.rs1800574	0
rs10849804	chr12	121298991	-0.11795	-2.13749447312845	24	HNF1A.rs1800574	0
rs145692756	chr12	121299414	-0.48257	-0.728629291005644	24	HNF1A.rs1800574	0
rs74539376	chr12	121300538	-0.53283	-0.629552855034792	24	HNF1A.rs1800574	0
rs192821370	chr12	121300689	-0.52109	-0.651832507425732	24	HNF1A.rs1800574	0
rs1533810	chr12	121301946	-0.13492	-2.00307326878869	24	HNF1A.rs1800574	0
rs1533811	chr12	121302396	-0.13305	-2.01703028155844	24	HNF1A.rs1800574	0
rs76127812	chr12	121302461	-0.20866	-1.56704914594231	24	HNF1A.rs1800574	0
rs181054331	chr12	121303214	-0.09076	-2.3995366190705	24	HNF1A.rs1800574	0
rs73214898	chr12	121303509	-0.07775	-2.55425672792279	24	HNF1A.rs1800574	0
rs143604631	chr12	121303697	-0.22625	-1.4861146964021	24	HNF1A.rs1800574	0
rs7954254	chr12	121303713	0.44072	-0.819345525817676	24	HNF1A.rs1800574	0
rs56189047	chr12	121304200	-0.13875	-1.97508152635559	24	HNF1A.rs1800574	0
rs192791381	chr12	121304310	-0.2826	-1.26372280873171	24	HNF1A.rs1800574	0
rs2049211	chr12	121305119	0.24713	-1.39784076502026	24	HNF1A.rs1800574	0
chr12:121305494:D	chr12	121305494	-0.4798	-0.734385928576543	24	HNF1A.rs1800574	0
chr12:121305548:D	chr12	121305548	-0.04356	-3.13361598091738	24	HNF1A.rs1800574	0
chr12:121305557:D	chr12	121305557	-0.16424	-1.80642650627146	24	HNF1A.rs1800574	0
rs190203907	chr12	121305942	-0.28004	-1.27282282887314	24	HNF1A.rs1800574	0
rs73217003	chr12	121306057	-0.10593	-2.24497678037373	24	HNF1A.rs1800574	0
rs11065302	chr12	121306387	-0.27981	-1.27364447757526	24	HNF1A.rs1800574	0
rs185375403	chr12	121306619	-0.23635	-1.44244152174289	24	HNF1A.rs1800574	0
rs6489783	chr12	121306946	-0.13938	-1.97055126297176	24	HNF1A.rs1800574	0
chr12:121307883:D	chr12	121307883	-0.22893	-1.47433899901249	24	HNF1A.rs1800574	0
rs79111896	chr12	121308491	-0.22877	-1.47503814695445	24	HNF1A.rs1800574	0
rs77194809	chr12	121308530	-0.09189	-2.38716306946934	24	HNF1A.rs1800574	0
rs10849805	chr12	121309124	0.22698	-1.48289337110914	24	HNF1A.rs1800574	0
rs10849806	chr12	121309205	0.22698	-1.48289337110914	24	HNF1A.rs1800574	0
rs148962230	chr12	121309499	-0.30074	-1.20150917488796	24	HNF1A.rs1800574	0
rs117815486	chr12	121309779	-0.52868	-0.637371945092531	24	HNF1A.rs1800574	0
rs77714472	chr12	121310277	-0.52288	-0.648403286750554	24	HNF1A.rs1800574	0
rs138023999	chr12	121310918	0.33818	-1.08417698087185	24	HNF1A.rs1800574	0
rs146156480	chr12	121311893	-0.33044	-1.10733017928783	24	HNF1A.rs1800574	0
rs114901802	chr12	121312993	-0.22695	-1.48302555007966	24	HNF1A.rs1800574	0
rs79026173	chr12	121313116	-0.2269	-1.48324588719634	24	HNF1A.rs1800574	0
rs116152864	chr12	121313827	-0.21581	-1.53335688802876	24	HNF1A.rs1800574	0
rs187333261	chr12	121314406	-0.22672	-1.48403950303977	24	HNF1A.rs1800574	0
chr12:121315158:D	chr12	121315158	-0.14391	-1.93856717480005	24	HNF1A.rs1800574	0
chr12:121315188:D	chr12	121315188	-0.1618	-1.82139427435775	24	HNF1A.rs1800574	0
rs10849808	chr12	121315630	-0.0448	-3.1055471395612	24	HNF1A.rs1800574	0
rs7316132	chr12	121316674	-0.16235	-1.81800078043328	24	HNF1A.rs1800574	0
rs10849809	chr12	121316726	-0.04392	-3.12538548178086	24	HNF1A.rs1800574	0
rs113038456	chr12	121316761	2.13759	0.759679026205534	24	HNF1A.rs1800574	0
rs140785276	chr12	121317544	-0.16348	-1.81106462028606	24	HNF1A.rs1800574	0
rs79585645	chr12	121317798	-0.33233	-1.10162682782898	24	HNF1A.rs1800574	1
rs10849810	chr12	121318097	0.23004	-1.46950207213658	24	HNF1A.rs1800574	0
rs73217009	chr12	121318770	-0.13885	-1.97436106522933	24	HNF1A.rs1800574	0
